user_id,lastseen,gender,created,language,country_code,status,is_business,dob
1764,2020-02-24 22:02:07.176+00,NULL,2020-02-24 22:02:07.175+00,en,MX,active,f,NULL
1768,2020-02-24 22:54:13.993+00,NULL,2020-02-24 22:54:13.992+00,en,MX,active,f,NULL
1769,2020-02-24 23:29:52.848+00,NULL,2020-02-24 23:29:52.847+00,en,MX,active,f,NULL
1774,2020-02-25 21:14:43.909+00,NULL,2020-02-25 21:14:43.908+00,en,MX,active,f,NULL
1781,2020-02-25 22:48:55.19+00,F,2020-02-25 22:48:55.064+00,en,MX,active,f,1990-12-15
1784,2020-02-25 23:27:58.923+00,NULL,2020-02-25 23:27:58.922+00,en,MX,active,f,NULL
1785,2020-02-25 23:36:50.264+00,NULL,2020-02-25 23:36:50.264+00,en,MX,active,f,NULL
1786,2020-02-25 23:37:12.25+00,NULL,2020-02-25 23:37:12.25+00,en,MX,active,f,NULL
1791,2020-02-25 23:52:53.082+00,NULL,2020-02-25 23:52:53.082+00,en,MX,active,f,NULL
1795,2020-02-25 23:56:04.749+00,NULL,2020-02-25 23:56:04.749+00,en,MX,active,f,NULL
1796,2020-02-25 23:56:49.402+00,NULL,2020-02-25 23:56:49.402+00,en,MX,active,f,NULL
1808,2020-02-29 00:39:42.422+00,NULL,2020-02-29 00:39:23.875+00,en,MX,active,f,NULL
1809,2020-02-29 01:18:52.237+00,M,2020-02-29 01:18:52.236+00,es,MX,active,f,1969-12-05
1813,2020-03-02 23:11:20.715+00,NULL,2020-03-02 23:11:20.714+00,es,MX,active,f,1970-01-01
1817,2020-03-03 19:18:39.374+00,M,2020-03-03 19:18:39.373+00,en,MX,active,f,1986-08-26
1822,2020-03-03 21:58:00.649+00,NULL,2020-03-03 21:58:00.648+00,en,MX,active,f,NULL
1831,2020-03-03 22:56:50.206+00,NULL,2020-03-03 22:56:50.205+00,en,AR,active,f,NULL
1836,2020-03-04 05:45:05.855+00,NULL,2020-03-04 05:45:05.855+00,es,MX,active,f,1970-01-01
1837,2020-03-04 11:38:15.214+00,NULL,2020-03-04 11:38:15.213+00,en,GB,active,f,1970-01-01
1840,2020-03-04 17:16:13.507+00,NULL,2020-03-04 17:16:13.506+00,en,MX,active,f,1970-01-01
1853,2020-03-06 14:35:20.712+00,NULL,2020-03-06 14:35:20.703+00,en,MX,active,f,NULL
1856,2020-03-06 14:45:17.49+00,NULL,2020-03-06 14:45:17.489+00,en,MX,active,f,NULL
1858,2020-03-06 15:38:15.778+00,NULL,2020-03-06 15:38:15.777+00,en,MX,active,f,NULL
1859,2020-03-06 15:51:57.55+00,NULL,2020-03-06 15:51:57.549+00,en,MX,active,f,NULL
1863,2020-03-06 16:53:14.042+00,NULL,2020-03-06 16:53:14.041+00,en,MX,active,f,NULL
1870,2020-03-06 22:30:31.583+00,NULL,2020-03-06 22:30:31.437+00,en,MX,active,f,NULL
1873,2020-03-07 00:47:52.801+00,M,2020-03-07 00:47:52.729+00,en,MX,suspended,t,1993-01-01
1874,2020-07-08 14:48:55.503+00,NULL,2020-03-09 12:51:24.739+00,en,MX,active,f,NULL
1884,2020-03-11 18:46:43.216+00,NULL,2020-03-11 18:46:43.083+00,en,MX,active,f,NULL
1885,2020-03-11 19:03:54.054+00,M,2020-03-11 19:03:54.054+00,en,AR,active,f,1986-08-26
1888,2020-03-31 17:07:50.222+00,M,2020-03-12 23:09:57.037+00,es,MX,active,f,1983-06-05
1893,2020-03-12 23:44:07.579+00,NULL,2020-03-12 23:44:07.578+00,en,MX,active,f,NULL
1897,2020-03-12 23:58:15.759+00,NULL,2020-03-12 23:58:15.758+00,en,MX,active,f,NULL
1898,2020-03-12 23:58:17.235+00,NULL,2020-03-12 23:58:17.234+00,en,AR,active,f,NULL
1901,2020-03-30 22:12:08.13+00,NULL,2020-03-13 19:35:12.642+00,es,MX,active,f,1983-06-05
1907,2020-03-13 22:45:47.466+00,NULL,2020-03-13 22:45:47.465+00,en,AR,active,f,NULL
1908,2020-03-14 01:17:42.257+00,NULL,2020-03-14 01:17:42.257+00,en,MX,active,f,NULL
1912,2020-03-14 20:26:46.142+00,NULL,2020-03-14 20:26:46.08+00,en,MX,active,f,NULL
1924,2020-03-17 20:21:46.471+00,NULL,2020-03-17 20:21:46.471+00,en,AR,active,f,NULL
1925,2020-03-17 20:35:29.728+00,NULL,2020-03-17 20:35:29.727+00,en,MX,active,f,NULL
1943,2020-10-13 21:15:12.834+00,M,2020-03-19 21:08:27.298+00,es,MX,active,f,1995-05-21
1949,2020-04-01 17:02:28.826+00,F,2020-03-20 04:04:37.113+00,en,MX,active,f,1996-06-19
1953,2020-03-20 18:50:33.783+00,NULL,2020-03-20 18:50:33.708+00,en,MX,active,f,NULL
1954,2020-03-20 19:10:08.049+00,NULL,2020-03-20 18:58:52.169+00,en,MX,active,f,NULL
1958,2020-03-22 19:24:29.281+00,M,2020-03-22 01:25:46.376+00,en,MX,active,f,1983-12-06
1963,2020-03-22 20:08:52.583+00,NULL,2020-03-22 20:08:52.51+00,en,MX,active,f,NULL
1966,2020-03-23 01:12:40.59+00,NULL,2020-03-23 01:12:40.512+00,en,MX,active,f,NULL
1969,2020-03-23 20:37:39.119+00,M,2020-03-23 20:37:39.031+00,en,MX,active,f,1983-12-06
1972,2020-03-24 09:28:39.22+00,M,2020-03-24 09:28:39.141+00,en,MX,active,f,1995-02-11
1973,2020-03-24 09:31:54.524+00,M,2020-03-24 09:31:54.444+00,en,MX,active,f,1995-02-11
1977,2020-04-14 01:26:03.066+00,NULL,2020-03-24 17:35:42.966+00,en,MX,active,f,NULL
1979,2020-03-24 18:37:56.584+00,NULL,2020-03-24 18:37:56.52+00,en,MX,active,f,NULL
1981,2020-03-24 19:16:39.831+00,M,2020-03-24 19:13:36.024+00,en,MX,active,f,1983-06-12
1984,2020-03-24 20:18:06.321+00,NULL,2020-03-24 20:18:06.261+00,en,MX,active,f,NULL
1988,2020-03-25 17:03:32.529+00,M,2020-03-25 17:03:32.457+00,en,MX,active,f,1995-11-02
1989,2021-08-02 19:03:58.893+00,M,2020-03-25 18:48:13.402+00,en,MX,active,t,1988-01-12
1990,2020-03-25 19:28:28.098+00,M,2020-03-25 19:28:28.036+00,en,MX,active,f,1983-06-12
1991,2020-03-25 19:44:58.417+00,M,2020-03-25 19:44:58.329+00,en,MX,active,f,1995-02-11
1994,2020-03-26 04:57:10.214+00,NULL,2020-03-26 04:57:10.213+00,en,MX,active,f,NULL
1995,2020-03-26 04:57:12.577+00,NULL,2020-03-26 04:57:12.576+00,en,AR,active,f,NULL
1996,2020-05-15 22:35:00.136+00,M,2020-03-26 18:58:10.906+00,es,MX,active,f,1984-04-26
1999,2020-03-26 21:41:55.894+00,NULL,2020-03-26 21:41:55.802+00,en,MX,active,f,NULL
2002,2020-03-27 06:18:16.717+00,F,2020-03-27 06:18:16.644+00,en,IN,active,f,1986-02-28
2006,2020-03-27 10:59:47.788+00,M,2020-03-27 10:59:47.721+00,en,MX,active,f,1975-01-23
2008,2020-03-27 22:30:07.714+00,F,2020-03-27 22:30:07.638+00,en,MX,active,f,1996-06-19
2012,2020-09-28 14:21:07.386+00,F,2020-03-27 23:30:41.616+00,en,MX,active,f,1996-06-19
2019,2020-03-30 12:50:23.48+00,NULL,2020-03-30 12:50:23.366+00,en,CA,active,f,NULL
2036,2020-04-01 01:54:12.508+00,NULL,2020-04-01 01:54:12.507+00,en,AR,active,f,NULL
2037,2020-04-01 02:09:13.168+00,NULL,2020-04-01 02:09:13.167+00,en,MX,active,f,NULL
2043,2020-04-01 02:40:32.635+00,NULL,2020-04-01 02:40:32.634+00,en,MX,active,f,NULL
2046,2020-04-01 02:54:10.502+00,NULL,2020-04-01 02:54:10.501+00,en,AR,active,f,NULL
2058,2020-04-02 00:43:47.037+00,M,2020-04-02 00:43:03.051+00,en,MX,active,f,1983-06-12
2060,2020-05-04 20:00:38.908+00,NULL,2020-04-02 16:08:10.133+00,en,MX,active,f,NULL
2061,2020-04-02 19:05:02.061+00,M,2020-04-02 19:05:01.958+00,en,MX,active,f,1983-06-12
2066,2020-04-04 07:13:09.512+00,M,2020-04-04 07:13:09.434+00,en,MX,active,f,1995-02-11
2069,2020-04-05 02:44:53.419+00,NULL,2020-04-05 02:44:53.419+00,en,MX,active,f,NULL
2070,2020-04-06 14:38:10.439+00,M,2020-04-06 14:38:10.354+00,en,MX,active,f,1995-02-11
2071,2020-04-06 16:04:33.911+00,NULL,2020-04-06 16:04:33.91+00,es,AR,active,f,NULL
2074,2020-04-06 17:53:34.176+00,M,2020-04-06 17:53:34.101+00,en,MX,active,f,1995-02-11
2079,2020-04-06 21:15:33.467+00,NULL,2020-04-06 21:15:33.36+00,en,VN,active,f,NULL
2084,2020-04-06 22:59:25.044+00,M,2020-04-06 22:59:24.964+00,en,MX,active,f,1995-02-11
2087,2020-04-08 20:15:09.368+00,M,2020-04-07 01:15:51.829+00,en,MX,active,f,1995-02-11
2090,2020-04-07 16:23:35.432+00,M,2020-04-07 16:23:35.341+00,en,MX,active,f,1995-02-11
2091,2020-04-07 21:06:56.268+00,NULL,2020-04-07 21:06:56.267+00,en,MX,active,f,NULL
2096,2020-04-07 21:11:42.979+00,NULL,2020-04-07 21:11:42.978+00,en,AR,active,f,NULL
2097,2021-05-26 20:27:01.965+00,M,2020-04-07 21:32:03.739+00,en,MX,active,f,1987-10-02
2098,2020-04-07 21:45:59.758+00,M,2020-04-07 21:45:59.757+00,es,MX,active,f,1992-09-07
2101,2020-04-08 01:05:09.555+00,M,2020-04-08 01:05:09.325+00,en,MX,active,f,1983-02-12
2107,2020-04-08 04:18:13.217+00,NULL,2020-04-08 04:18:13.216+00,en,MX,active,f,NULL
2108,2020-04-08 04:18:15.102+00,NULL,2020-04-08 04:18:15.101+00,en,AR,active,f,NULL
2109,2020-04-08 04:19:42.483+00,NULL,2020-04-08 04:19:42.482+00,en,MX,active,f,NULL
2112,2020-04-08 04:21:19.618+00,NULL,2020-04-08 04:21:19.617+00,en,AR,active,f,NULL
2114,2020-04-08 04:23:05.892+00,NULL,2020-04-08 04:23:05.891+00,en,AR,active,f,NULL
2115,2020-04-08 04:24:30.688+00,NULL,2020-04-08 04:24:30.688+00,en,MX,active,f,NULL
2124,2020-04-08 18:36:43.369+00,M,2020-04-08 18:36:43.368+00,es,MX,active,f,1992-05-19
2128,2020-04-09 17:23:23.475+00,NULL,2020-04-08 21:28:08.358+00,en,MX,active,f,NULL
2131,2020-04-08 21:51:21.939+00,NULL,2020-04-08 21:51:21.938+00,es,MX,active,f,NULL
2133,2020-04-08 22:36:35.458+00,NULL,2020-04-08 22:36:35.367+00,en,MX,active,f,NULL
2135,2020-04-09 00:12:00.737+00,M,2020-04-09 00:12:00.736+00,es,MX,active,f,1992-09-07
2136,2020-04-09 14:36:44.193+00,M,2020-04-09 14:36:44.192+00,es,AR,active,f,1992-05-19
2142,2020-10-13 02:07:51.331+00,F,2020-04-09 17:19:24.234+00,es,MX,active,f,1991-08-29
2151,2020-10-20 18:28:32.074+00,NULL,2020-04-09 19:22:02.648+00,es,MX,active,f,NULL
2153,2020-04-09 20:02:50.709+00,M,2020-04-09 20:02:50.709+00,es,AF,active,f,1978-02-10
2158,2020-04-10 19:52:21.89+00,F,2020-04-10 19:52:21.889+00,es,MX,active,f,1991-08-29
2159,2020-04-10 20:01:36.058+00,F,2020-04-10 20:01:36.057+00,es,AF,active,f,1991-08-29
2167,2020-04-11 22:06:32.026+00,NULL,2020-04-11 22:06:32.025+00,es,MX,active,f,NULL
2169,2020-04-12 01:41:27.914+00,NULL,2020-04-12 01:41:27.914+00,es,MX,active,f,NULL
2183,2020-04-14 16:45:37.071+00,NULL,2020-04-14 16:45:37.071+00,es,AR,active,f,NULL
2188,2020-04-14 23:00:16.173+00,NULL,2020-04-14 23:00:16.095+00,en,MX,active,f,NULL
2189,2020-04-14 23:10:30.301+00,M,2020-04-14 23:10:30.217+00,en,MX,active,f,1995-11-02
2190,2020-04-14 23:27:26.51+00,NULL,2020-04-14 23:25:12.942+00,en,MX,active,f,NULL
2193,2020-04-15 21:06:31.738+00,M,2020-04-15 21:06:31.646+00,en,AF,active,f,1988-03-27
2194,2020-04-15 21:53:09.823+00,NULL,2020-04-15 21:53:09.67+00,en,MX,active,f,1988-03-27
2196,2020-04-16 15:27:09.816+00,M,2020-04-16 01:50:07.114+00,en,MX,active,f,1988-03-27
2200,2020-04-16 18:15:17.109+00,M,2020-04-16 18:15:17.009+00,en,MX,active,f,1988-03-27
2202,2020-04-16 18:59:58.495+00,M,2020-04-16 18:59:58.416+00,en,MX,active,f,1995-11-02
2209,2020-04-28 16:35:43.754+00,M,2020-04-17 22:50:34.453+00,en,MX,active,f,1988-03-27
2211,2020-04-17 23:47:15.787+00,NULL,2020-04-17 23:47:15.786+00,es,MX,active,f,NULL
2213,2020-04-22 22:10:02.80+00,NULL,2020-04-20 16:42:18.316+00,en,MX,active,f,NULL
2214,2020-04-20 17:43:40.141+00,NULL,2020-04-20 17:43:40.141+00,es,AR,active,f,NULL
2217,2020-04-21 17:34:51.514+00,M,2020-04-21 17:34:51.438+00,en,MX,active,f,1995-11-02
2222,2020-04-22 18:22:49.086+00,M,2020-04-22 17:11:26.936+00,en,MX,active,f,1995-11-02
2225,2020-06-17 20:59:42.117+00,M,2020-04-22 22:36:40.832+00,es,MX,active,f,1984-11-06
2227,2020-04-23 02:25:08.626+00,NULL,2020-04-23 02:25:08.626+00,es,MX,active,f,NULL
2231,2020-11-04 20:18:42.469+00,M,2020-04-23 18:30:23.142+00,en,MX,active,f,1993-12-17
2233,2020-04-23 20:38:11.609+00,F,2020-04-23 20:38:11.608+00,es,MX,active,f,1989-06-04
2238,2020-04-24 15:50:07.316+00,M,2020-04-24 15:50:07.316+00,es,MX,active,f,1989-08-19
2240,2020-04-24 17:24:22.148+00,NULL,2020-04-24 17:24:21.902+00,en,MX,active,f,1969-12-31
2241,2020-04-24 17:48:39.628+00,M,2020-04-24 17:48:39.378+00,en,MX,active,f,1965-01-27
2247,2020-04-28 00:08:25.903+00,M,2020-04-28 00:08:25.804+00,es,MX,active,f,1977-01-15
2255,2020-04-28 06:22:08.774+00,NULL,2020-04-28 06:22:08.685+00,en,MX,active,f,NULL
2261,2020-05-08 16:05:29.545+00,M,2020-04-28 18:47:22.861+00,en,MX,active,f,1994-12-23
2263,2020-05-15 17:22:17.556+00,M,2020-04-28 20:00:57.093+00,en,MX,active,f,1996-06-26
2264,2020-04-28 20:31:22.109+00,M,2020-04-28 20:31:22.037+00,en,MX,active,f,1994-11-23
2267,2020-04-29 14:48:10.987+00,M,2020-04-29 14:48:10.917+00,es,MX,active,f,1991-12-19
2268,2020-04-29 15:01:38.348+00,NULL,2020-04-29 15:01:38.284+00,en,MX,active,f,NULL
2272,2020-04-29 18:08:27.152+00,NULL,2020-04-29 18:08:27.152+00,en,AR,active,f,NULL
2274,2020-04-29 18:09:05.324+00,NULL,2020-04-29 18:09:05.324+00,en,AR,active,f,NULL
2278,2020-04-29 23:31:19.457+00,NULL,2020-04-29 23:31:19.393+00,en,MX,active,f,NULL
2280,2020-04-30 00:10:03.544+00,NULL,2020-04-30 00:10:03.478+00,en,MX,active,f,NULL
2283,2020-04-30 03:10:34.465+00,NULL,2020-04-30 03:10:34.405+00,en,MX,active,f,NULL
2290,2020-04-30 20:36:38.033+00,NULL,2020-04-30 20:36:37.977+00,en,MX,active,f,NULL
2296,2020-04-30 20:50:25.09+00,NULL,2020-04-30 20:50:25.089+00,en,AR,active,f,NULL
2297,2020-04-30 20:53:19.238+00,NULL,2020-04-30 20:53:19.237+00,en,MX,active,f,NULL
2309,2020-05-01 01:19:31.339+00,NULL,2020-05-01 01:19:31.339+00,en,AR,active,f,NULL
2310,2020-05-01 01:20:38.046+00,NULL,2020-05-01 01:20:38.045+00,en,MX,active,f,NULL
2316,2020-05-01 01:27:23.271+00,NULL,2020-05-01 01:27:23.271+00,en,MX,active,f,NULL
2326,2020-05-01 01:59:05.881+00,NULL,2020-05-01 01:59:05.88+00,en,MX,active,f,NULL
2328,2020-05-01 02:03:48.727+00,NULL,2020-05-01 02:03:48.726+00,en,MX,active,f,NULL
2334,2020-05-01 02:25:17.974+00,NULL,2020-05-01 02:25:17.974+00,en,MX,active,f,NULL
2342,2020-05-01 03:10:15.856+00,NULL,2020-05-01 03:10:15.855+00,en,MX,active,f,NULL
2344,2020-05-01 03:15:00.222+00,NULL,2020-05-01 03:15:00.221+00,en,MX,active,f,NULL
2349,2020-05-01 03:30:40.776+00,NULL,2020-05-01 03:30:40.776+00,en,AR,active,f,NULL
2353,2020-05-01 03:32:56.113+00,NULL,2020-05-01 03:32:56.112+00,en,AR,active,f,NULL
2354,2020-05-01 03:33:21.779+00,NULL,2020-05-01 03:33:21.778+00,en,MX,active,f,NULL
2357,2020-05-01 03:35:02.143+00,NULL,2020-05-01 03:35:02.143+00,en,AR,active,f,NULL
2359,2020-05-01 16:24:57.039+00,M,2020-05-01 16:24:57.038+00,en,MX,active,f,1992-05-19
2369,2020-05-01 20:42:51.148+00,NULL,2020-05-01 20:42:51.148+00,en,MX,active,f,NULL
2376,2020-05-01 21:04:41.659+00,NULL,2020-05-01 21:04:41.658+00,en,AR,active,f,NULL
2379,2020-05-01 21:10:15.725+00,NULL,2020-05-01 21:10:15.724+00,en,MX,active,f,NULL
2382,2020-05-01 21:11:44.607+00,NULL,2020-05-01 21:11:44.606+00,en,AR,active,f,NULL
2384,2020-05-01 22:09:02.121+00,NULL,2020-05-01 22:09:02.12+00,en,MX,active,f,NULL
2387,2020-05-01 22:21:48.057+00,NULL,2020-05-01 22:21:48.056+00,en,MX,active,f,NULL
2393,2020-05-01 22:39:10.972+00,NULL,2020-05-01 22:39:10.971+00,en,MX,active,f,NULL
2399,2020-05-02 02:12:31.853+00,NULL,2020-05-02 02:12:31.852+00,en,MX,active,f,NULL
2400,2020-05-02 02:12:33.647+00,NULL,2020-05-02 02:12:33.647+00,en,AR,active,f,NULL
2403,2020-05-02 02:15:22.037+00,NULL,2020-05-02 02:15:22.036+00,en,MX,active,f,NULL
2406,2020-05-02 02:19:13.992+00,NULL,2020-05-02 02:19:13.991+00,en,AR,active,f,NULL
2409,2020-05-02 02:27:32.339+00,NULL,2020-05-02 02:27:32.339+00,en,MX,active,f,NULL
2416,2020-05-02 02:31:11.005+00,NULL,2020-05-02 02:31:11.004+00,en,AR,active,f,NULL
2419,2020-05-02 02:40:49.535+00,NULL,2020-05-02 02:40:49.534+00,en,MX,active,f,NULL
2427,2020-05-02 03:02:02.311+00,NULL,2020-05-02 03:02:02.31+00,en,MX,active,f,NULL
2431,2020-05-02 03:11:02.507+00,NULL,2020-05-02 03:11:02.507+00,en,MX,active,f,NULL
2433,2020-05-02 03:12:54.424+00,NULL,2020-05-02 03:12:54.423+00,en,MX,active,f,NULL
2436,2020-05-02 03:14:42.45+00,NULL,2020-05-02 03:14:42.449+00,en,AR,active,f,NULL
2439,2020-05-02 03:57:27.504+00,NULL,2020-05-02 03:57:27.503+00,en,MX,active,f,NULL
2449,2020-05-02 04:05:41.745+00,NULL,2020-05-02 04:05:41.745+00,en,MX,active,f,NULL
2465,2020-05-05 13:38:19.897+00,M,2020-05-04 16:18:23.889+00,en,MX,active,f,1985-09-01
2469,2020-05-04 19:40:21.307+00,F,2020-05-04 19:40:21.307+00,es,MX,active,f,1991-08-29
2471,2020-05-04 20:04:58.038+00,NULL,2020-05-04 20:04:57.969+00,en,MX,active,f,NULL
2475,2020-05-04 20:34:10.41+00,M,2020-05-04 20:34:10.341+00,es,MX,active,f,1983-12-06
2494,2020-05-06 13:40:32.678+00,NULL,2020-05-06 13:40:32.677+00,en,MX,active,f,NULL
2495,2020-05-06 13:40:33.707+00,NULL,2020-05-06 13:40:33.706+00,en,AR,active,f,NULL
2503,2020-05-06 17:48:08.084+00,M,2020-05-06 17:48:08.01+00,en,MX,active,f,1983-12-06
2506,2020-05-06 22:38:46.69+00,NULL,2020-05-06 22:38:46.69+00,en,AR,active,f,NULL
2508,2020-05-07 00:10:31.249+00,NULL,2020-05-07 00:10:31.249+00,en,MX,active,f,NULL
2512,2020-05-07 00:26:13.079+00,NULL,2020-05-07 00:26:13.078+00,en,MX,active,f,NULL
2528,2020-05-07 02:27:51.112+00,NULL,2020-05-07 02:27:51.111+00,en,MX,active,f,NULL
2532,2020-05-07 02:31:04.089+00,NULL,2020-05-07 02:31:04.088+00,en,MX,active,f,NULL
2535,2020-05-07 02:49:57.181+00,NULL,2020-05-07 02:49:57.181+00,en,AR,active,f,NULL
2538,2020-05-07 03:06:35.067+00,NULL,2020-05-07 03:06:35.066+00,en,MX,active,f,NULL
2543,2020-05-07 03:09:50.017+00,NULL,2020-05-07 03:09:50.017+00,en,AR,active,f,NULL
2556,2020-05-07 22:03:12.719+00,M,2020-05-07 22:03:12.635+00,en,MX,active,f,1984-04-27
2559,2020-05-08 01:00:06.613+00,M,2020-05-08 01:00:06.522+00,en,MX,active,f,1984-04-27
2565,2020-05-08 18:45:26.845+00,NULL,2020-05-08 18:45:26.845+00,en,MX,active,f,NULL
2570,2020-05-08 18:56:14.34+00,NULL,2020-05-08 18:56:14.34+00,en,MX,active,f,NULL
2574,2021-05-26 15:42:18.735+00,M,2020-05-08 19:07:41.598+00,en,MX,active,f,1969-12-31
2582,2020-05-08 19:24:58.229+00,NULL,2020-05-08 19:24:58.229+00,en,AR,active,f,NULL
2583,2020-05-08 19:45:23.747+00,NULL,2020-05-08 19:45:23.746+00,en,MX,active,f,NULL
2585,2020-05-08 19:46:25.236+00,NULL,2020-05-08 19:46:25.236+00,en,MX,active,f,NULL
2592,2020-05-08 19:48:11.19+00,NULL,2020-05-08 19:48:11.189+00,en,AR,active,f,NULL
2599,2020-05-08 19:57:06.785+00,NULL,2020-05-08 19:57:06.784+00,en,MX,active,f,NULL
2600,2020-05-08 19:57:08.624+00,NULL,2020-05-08 19:57:08.623+00,en,AR,active,f,NULL
2601,2020-05-08 19:58:43.99+00,NULL,2020-05-08 19:58:43.989+00,en,MX,active,f,NULL
2606,2020-05-08 20:03:34.972+00,NULL,2020-05-08 20:03:34.971+00,en,AR,active,f,NULL
2620,2020-05-09 06:04:52.731+00,NULL,2020-05-09 06:04:52.73+00,en,AR,active,f,NULL
2628,2020-05-09 06:32:55.672+00,NULL,2020-05-09 06:32:55.671+00,en,AR,active,f,NULL
2629,2020-05-09 06:38:29.279+00,NULL,2020-05-09 06:38:29.279+00,en,MX,active,f,NULL
2634,2020-05-09 06:50:05.177+00,NULL,2020-05-09 06:50:05.176+00,en,AR,active,f,NULL
2638,2020-05-09 06:54:17.979+00,NULL,2020-05-09 06:54:17.979+00,en,AR,active,f,NULL
2639,2020-05-09 06:56:09.591+00,NULL,2020-05-09 06:56:09.59+00,en,MX,active,f,NULL
2641,2020-05-09 07:02:01.516+00,NULL,2020-05-09 07:02:01.515+00,en,MX,active,f,NULL
2645,2020-05-27 22:23:38.356+00,M,2020-05-09 15:35:59.17+00,es,MX,active,f,1969-08-02
2653,2020-05-11 16:24:57.169+00,NULL,2020-05-11 16:24:57.169+00,en,MX,active,f,NULL
2658,2020-05-11 19:23:10.845+00,M,2020-05-11 19:23:10.78+00,en,MX,active,f,1980-08-19
2659,2020-05-16 20:55:51.191+00,M,2020-05-11 19:48:50.084+00,en,MX,suspended,f,1969-12-31
2660,2020-05-11 20:28:58.569+00,NULL,2020-05-11 20:28:58.568+00,en,MX,active,f,NULL
2663,2020-05-11 20:43:17.013+00,NULL,2020-05-11 20:43:17.013+00,en,AR,active,f,NULL
2665,2020-05-11 20:44:28.179+00,NULL,2020-05-11 20:44:28.179+00,en,AR,active,f,NULL
2677,2020-10-05 15:03:25.684+00,F,2020-05-12 15:14:17.88+00,en,MX,active,t,1990-11-10
2686,2021-04-07 20:11:16.803+00,M,2020-05-12 22:18:54.157+00,es,MX,active,f,1994-05-30
2694,2020-05-13 13:39:27.329+00,NULL,2020-05-13 13:39:27.329+00,en,AR,active,f,NULL
2696,2020-05-13 13:40:12.43+00,NULL,2020-05-13 13:40:12.429+00,en,AR,active,f,NULL
2697,2020-05-13 13:40:47.676+00,NULL,2020-05-13 13:40:47.676+00,en,MX,active,f,NULL
2698,2020-05-13 13:40:48.599+00,NULL,2020-05-13 13:40:48.598+00,en,AR,active,f,NULL
2699,2020-05-13 13:42:23.152+00,NULL,2020-05-13 13:42:23.151+00,en,MX,active,f,NULL
2700,2020-05-13 13:42:23.992+00,NULL,2020-05-13 13:42:23.991+00,en,AR,active,f,NULL
2701,2020-05-13 13:42:44.138+00,NULL,2020-05-13 13:42:44.138+00,en,MX,active,f,NULL
2709,2020-05-13 17:41:05.115+00,M,2020-05-13 16:54:08.51+00,en,MX,active,f,1995-05-21
